full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
Ini tuh dr kecamatan tempat aku singgah ke kecamatan tempat ngajar sekitar 10 jam perjalanan (antar kecamatan loh bukan kota/provinsi) jalannyan luar biasa yg suka nonton Indonesiaku trans7 pasti tau turun mobil encok demam wkwkw Listrik sehari cuma ada 4-5 jam,Ini tuh dr kecamatan tempat aku singgah ke kecamatan tempat ngajar sekitar  jam perjalanan antar kecamatan loh bukan kotaprovinsi jalannyan luar biasa yg suka nonton Indonesiaku trans pasti tau turun mobil encok demam wkwkw Listrik sehari cuma ada  jam,ini tuh dr kecamatan tempat aku singgah ke kecamatan tempat ngajar sekitar  jam perjalanan antar kecamatan loh bukan kotaprovinsi jalannyan luar biasa yg suka nonton indonesiaku trans pasti tau turun mobil encok demam wkwkw listrik sehari cuma ada  jam,"['ini', 'tuh', 'dr', 'kecamatan', 'tempat', 'aku', 'singgah', 'ke', 'kecamatan', 'tempat', 'ngajar', 'sekitar', 'jam', 'perjalanan', 'antar', 'kecamatan', 'loh', 'bukan', 'kotaprovinsi', 'jalannyan', 'luar', 'biasa', 'yg', 'suka', 'nonton', 'indonesiaku', 'trans', 'pasti', 'tau', 'turun', 'mobil', 'encok', 'demam', 'wkwkw', 'listrik', 'sehari', 'cuma', 'ada', 'jam']","['tuh', 'dr', 'kecamatan', 'singgah', 'kecamatan', 'ngajar', 'jam', 'perjalanan', 'kecamatan', 'loh', 'kotaprovinsi', 'jalannyan', 'yg', 'suka', 'nonton', 'indonesiaku', 'trans', 'tau', 'turun', 'mobil', 'encok', 'demam', 'wkwkw', 'listrik', 'sehari', 'jam']",tuh dr camat singgah camat ngajar jam jalan camat loh kotaprovinsi jalannyan yg suka nonton indonesia trans tau turun mobil encok demam wkwkw listrik hari jam,1
Dapat kiriman hadiah/buah tangan dari luar negeri harus bayar bea impor. Eh sedang mobil listrik cbu dari luar negeri malah dapat bebas bea impor dan keringanan ppnbm. Memang negeri lain dimensi.,Dapat kiriman hadiahbuah tangan dari luar negeri harus bayar bea impor Eh sedang mobil listrik cbu dari luar negeri malah dapat bebas bea impor dan keringanan ppnbm Memang negeri lain dimensi,dapat kiriman hadiahbuah tangan dari luar negeri harus bayar bea impor eh sedang mobil listrik cbu dari luar negeri malah dapat bebas bea impor dan keringanan ppnbm memang negeri lain dimensi,"['dapat', 'kiriman', 'hadiahbuah', 'tangan', 'dari', 'luar', 'negeri', 'harus', 'bayar', 'bea', 'impor', 'eh', 'sedang', 'mobil', 'listrik', 'cbu', 'dari', 'luar', 'negeri', 'malah', 'dapat', 'bebas', 'bea', 'impor', 'dan', 'keringanan', 'ppnbm', 'memang', 'negeri', 'lain', 'dimensi']","['kiriman', 'hadiahbuah', 'tangan', 'negeri', 'bayar', 'bea', 'impor', 'eh', 'mobil', 'listrik', 'cbu', 'negeri', 'bebas', 'bea', 'impor', 'keringanan', 'ppnbm', 'negeri', 'dimensi']",kirim hadiahbuah tangan negeri bayar bea impor eh mobil listrik cbu negeri bebas bea impor ringan ppnbm negeri dimensi,1
@BosBakiak Apa kabar motor dan mobil listrik???,Apa kabar motor dan mobil listrik,apa kabar motor dan mobil listrik,"['apa', 'kabar', 'motor', 'dan', 'mobil', 'listrik']","['kabar', 'motor', 'mobil', 'listrik']",kabar motor mobil listrik,1
@Reiza_Patters narasi KONTOL Lagi itu link kaga ada yg bisa dibuka anjeng. cari gugel buat pembanding bbm naik buat non subsidi alias horang kaya. listrik kaga naik. tol juga buat mobil pribadi yg naik,narasi KONTOL Lagi itu link kaga ada yg bisa dibuka anjeng cari gugel buat pembanding bbm naik buat non subsidi alias horang kaya listrik kaga naik tol juga buat mobil pribadi yg naik,narasi kontol lagi itu link kaga ada yg bisa dibuka anjeng cari gugel buat pembanding bbm naik buat non subsidi alias horang kaya listrik kaga naik tol juga buat mobil pribadi yg naik,"['narasi', 'kontol', 'lagi', 'itu', 'link', 'kaga', 'ada', 'yg', 'bisa', 'dibuka', 'anjeng', 'cari', 'gugel', 'buat', 'pembanding', 'bbm', 'naik', 'buat', 'non', 'subsidi', 'alias', 'horang', 'kaya', 'listrik', 'kaga', 'naik', 'tol', 'juga', 'buat', 'mobil', 'pribadi', 'yg', 'naik']","['narasi', 'kontol', 'link', 'kaga', 'yg', 'dibuka', 'anjeng', 'cari', 'gugel', 'pembanding', 'bbm', 'non', 'subsidi', 'alias', 'horang', 'kaya', 'listrik', 'kaga', 'tol', 'mobil', 'pribadi', 'yg']",narasi kontol link kaga yg buka anjeng cari gugel banding bbm non subsidi alias horang kaya listrik kaga tol mobil pribadi yg,1
Smoga 5 thn lagi ak pny mobil listrik sendiri,Smoga  thn lagi ak pny mobil listrik sendiri,smoga  thn lagi ak pny mobil listrik sendiri,"['smoga', 'thn', 'lagi', 'ak', 'pny', 'mobil', 'listrik', 'sendiri']","['smoga', 'thn', 'ak', 'pny', 'mobil', 'listrik']",smoga thn ak pny mobil listrik,1
@Macho90El Daerah saya penghasil batu bara...sampai semua jalanan hancur berantakan krena angkutan batu bara...tapi uangnya kemana ya..kalau lihat jalan di pulau jawa sedih banget rasanya jln propinsi yg dpn rmh dibngun hotmix th 90an sampai skrg blm diapa²in lg apa nunggu Mobil listrik,Daerah saya penghasil batu barasampai semua jalanan hancur berantakan krena angkutan batu baratapi uangnya kemana yakalau lihat jalan di pulau jawa sedih banget rasanya jln propinsi yg dpn rmh dibngun hotmix th an sampai skrg blm diapain lg apa nunggu Mobil listrik,daerah saya penghasil batu barasampai semua jalanan hancur berantakan krena angkutan batu baratapi uangnya kemana yakalau lihat jalan di pulau jawa sedih banget rasanya jln propinsi yg dpn rmh dibngun hotmix th an sampai skrg blm diapain lg apa nunggu mobil listrik,"['daerah', 'saya', 'penghasil', 'batu', 'barasampai', 'semua', 'jalanan', 'hancur', 'berantakan', 'krena', 'angkutan', 'batu', 'baratapi', 'uangnya', 'kemana', 'yakalau', 'lihat', 'jalan', 'di', 'pulau', 'jawa', 'sedih', 'banget', 'rasanya', 'jln', 'propinsi', 'yg', 'dpn', 'rmh', 'dibngun', 'hotmix', 'th', 'an', 'sampai', 'skrg', 'blm', 'diapain', 'lg', 'apa', 'nunggu', 'mobil', 'listrik']","['daerah', 'penghasil', 'batu', 'barasampai', 'jalanan', 'hancur', 'berantakan', 'krena', 'angkutan', 'batu', 'baratapi', 'uangnya', 'kemana', 'yakalau', 'lihat', 'jalan', 'pulau', 'jawa', 'sedih', 'banget', 'jln', 'propinsi', 'yg', 'dpn', 'rmh', 'dibngun', 'hotmix', 'th', 'an', 'skrg', 'blm', 'diapain', 'lg', 'nunggu', 'mobil', 'listrik']",daerah hasil batu barasampai jalan hancur beranta krena angkut batu baratapi uang mana yakalau lihat jalan pulau jawa sedih banget jln propinsi yg dpn rmh dibngun hotmix th an skrg blm diapain lg nunggu mobil listrik,1
@Brvosix_ sama random mau punya mobil listrik,sama random mau punya mobil listrik,sama random mau punya mobil listrik,"['sama', 'random', 'mau', 'punya', 'mobil', 'listrik']","['random', 'mobil', 'listrik']",random mobil listrik,1
Mati listrik gelap gulita dan dari tadi ada suara mobil ga berhenti2,Mati listrik gelap gulita dan dari tadi ada suara mobil ga berhenti,mati listrik gelap gulita dan dari tadi ada suara mobil ga berhenti,"['mati', 'listrik', 'gelap', 'gulita', 'dan', 'dari', 'tadi', 'ada', 'suara', 'mobil', 'ga', 'berhenti']","['mati', 'listrik', 'gelap', 'gulita', 'suara', 'mobil', 'ga', 'berhenti']",mati listrik gelap gulita suara mobil ga henti,1
Pada acara IIMS 2024 ini Wuling hadirkan mobil listrik terbarunya yaitu Cloud EV. Nah kira-kira gimana ya impresi dari para pengunjung tentang booth Wuling selama IIMS 2024 ini? Tonton sampai habis ya! #WulingMotors #DriveForABetterLife #DriveForAGreenLife #WulingIIMS2024,Pada acara IIMS  ini Wuling hadirkan mobil listrik terbarunya yaitu Cloud EV Nah kirakira gimana ya impresi dari para pengunjung tentang booth Wuling selama IIMS  ini Tonton sampai habis ya WulingMotors DriveForABetterLife DriveForAGreenLife WulingIIMS,pada acara iims  ini wuling hadirkan mobil listrik terbarunya yaitu cloud ev nah kirakira gimana ya impresi dari para pengunjung tentang booth wuling selama iims  ini tonton sampai habis ya wulingmotors driveforabetterlife driveforagreenlife wulingiims,"['pada', 'acara', 'iims', 'ini', 'wuling', 'hadirkan', 'mobil', 'listrik', 'terbarunya', 'yaitu', 'cloud', 'ev', 'nah', 'kirakira', 'gimana', 'ya', 'impresi', 'dari', 'para', 'pengunjung', 'tentang', 'booth', 'wuling', 'selama', 'iims', 'ini', 'tonton', 'sampai', 'habis', 'ya', 'wulingmotors', 'driveforabetterlife', 'driveforagreenlife', 'wulingiims']","['acara', 'iims', 'wuling', 'hadirkan', 'mobil', 'listrik', 'terbarunya', 'cloud', 'ev', 'kirakira', 'gimana', 'ya', 'impresi', 'pengunjung', 'booth', 'wuling', 'iims', 'tonton', 'habis', 'ya', 'wulingmotors', 'driveforabetterlife', 'driveforagreenlife', 'wulingiims']",acara iims wuling hadir mobil listrik baru cloud ev kirakira gimana ya impresi unjung booth wuling iims tonton habis ya wulingmotors driveforabetterlife driveforagreenlife wulingiims,1
Beginilah bunda klo bawa mobil di jalan kecil dan gelap nyerempet tiang listrik kan lu,Beginilah bunda klo bawa mobil di jalan kecil dan gelap nyerempet tiang listrik kan lu,beginilah bunda klo bawa mobil di jalan kecil dan gelap nyerempet tiang listrik kan lu,"['beginilah', 'bunda', 'klo', 'bawa', 'mobil', 'di', 'jalan', 'kecil', 'dan', 'gelap', 'nyerempet', 'tiang', 'listrik', 'kan', 'lu']","['bunda', 'klo', 'bawa', 'mobil', 'jalan', 'gelap', 'nyerempet', 'tiang', 'listrik', 'lu']",bunda klo bawa mobil jalan gelap nyerempet tiang listrik lu,1
dari tadi nyari adaptor buat ngeces mobil listrik kok ga nemu yh tuch colokan nama e apa sichhhhh lost kontak yhhhhh? :(,dari tadi nyari adaptor buat ngeces mobil listrik kok ga nemu yh tuch colokan nama e apa sichhhhh lost kontak yhhhhh,dari tadi nyari adaptor buat ngeces mobil listrik kok ga nemu yh tuch colokan nama e apa sichhhhh lost kontak yhhhhh,"['dari', 'tadi', 'nyari', 'adaptor', 'buat', 'ngeces', 'mobil', 'listrik', 'kok', 'ga', 'nemu', 'yh', 'tuch', 'colokan', 'nama', 'e', 'apa', 'sichhhhh', 'lost', 'kontak', 'yhhhhh']","['nyari', 'adaptor', 'ngeces', 'mobil', 'listrik', 'ga', 'nemu', 'yh', 'tuch', 'colokan', 'nama', 'e', 'sichhhhh', 'lost', 'kontak', 'yhhhhh']",nyari adaptor ngeces mobil listrik ga nemu yh tuch colok nama e sichhhhh lost kontak yhhhhh,1
Xiaomi udah mantep banget sih belum lagi ngeluarin mobil listrik jugaa shieeet,Xiaomi udah mantep banget sih belum lagi ngeluarin mobil listrik jugaa shieeet,xiaomi udah mantep banget sih belum lagi ngeluarin mobil listrik jugaa shieeet,"['xiaomi', 'udah', 'mantep', 'banget', 'sih', 'belum', 'lagi', 'ngeluarin', 'mobil', 'listrik', 'jugaa', 'shieeet']","['xiaomi', 'udah', 'mantep', 'banget', 'sih', 'ngeluarin', 'mobil', 'listrik', 'jugaa', 'shieeet']",xiaomi udah mantep banget sih ngeluarin mobil listrik jugaa shieeet,1
@LN481OP @jiwoongmalang LAHHH KENAPA..ECO FRIENDLY..terus jd ajang adu supporter aja gitu soalnya kan mobil listrik minim bunyi..,LAHHH KENAPAECO FRIENDLYterus jd ajang adu supporter aja gitu soalnya kan mobil listrik minim bunyi,lahhh kenapaeco friendlyterus jd ajang adu supporter aja gitu soalnya kan mobil listrik minim bunyi,"['lahhh', 'kenapaeco', 'friendlyterus', 'jd', 'ajang', 'adu', 'supporter', 'aja', 'gitu', 'soalnya', 'kan', 'mobil', 'listrik', 'minim', 'bunyi']","['lahhh', 'kenapaeco', 'friendlyterus', 'jd', 'ajang', 'adu', 'supporter', 'aja', 'gitu', 'mobil', 'listrik', 'minim', 'bunyi']",lahhh kenapaeco friendlyterus jd ajang adu supporter aja gitu mobil listrik minim bunyi,1
@jiwoongmalang @LN481OP guys kalo F1 gitu bs gak sih pake mobil listrik,guys kalo F gitu bs gak sih pake mobil listrik,guys kalo f gitu bs gak sih pake mobil listrik,"['guys', 'kalo', 'f', 'gitu', 'bs', 'gak', 'sih', 'pake', 'mobil', 'listrik']","['guys', 'kalo', 'f', 'gitu', 'bs', 'gak', 'sih', 'pake', 'mobil', 'listrik']",guys kalo f gitu bs gak sih pake mobil listrik,1
@jntniel @pramudyona Gue mau Tesla aja. Atau mobil listrik deh biar rumah lu jeglek.,Gue mau Tesla aja Atau mobil listrik deh biar rumah lu jeglek,gue mau tesla aja atau mobil listrik deh biar rumah lu jeglek,"['gue', 'mau', 'tesla', 'aja', 'atau', 'mobil', 'listrik', 'deh', 'biar', 'rumah', 'lu', 'jeglek']","['gue', 'tesla', 'aja', 'mobil', 'listrik', 'deh', 'biar', 'rumah', 'lu', 'jeglek']",gue tesla aja mobil listrik deh biar rumah lu jeglek,1
Akhir bulan -&gt; servis mobil hp tbtb rusak benerin pompa air kabel listrik rusak. Wkekeke apa2an semua2 akhir bulan,Akhir bulan gt servis mobil hp tbtb rusak benerin pompa air kabel listrik rusak Wkekeke apaan semua akhir bulan,akhir bulan gt servis mobil hp tbtb rusak benerin pompa air kabel listrik rusak wkekeke apaan semua akhir bulan,"['akhir', 'bulan', 'gt', 'servis', 'mobil', 'hp', 'tbtb', 'rusak', 'benerin', 'pompa', 'air', 'kabel', 'listrik', 'rusak', 'wkekeke', 'apaan', 'semua', 'akhir', 'bulan']","['gt', 'servis', 'mobil', 'hp', 'tbtb', 'rusak', 'benerin', 'pompa', 'air', 'kabel', 'listrik', 'rusak', 'wkekeke']",gt servis mobil hp tbtb rusak benerin pompa air kabel listrik rusak wkekeke,1
@SelebtwitMobil Mobil listrik Buat sebagian petrolhead yang bener-bener cinta mati sama mesin ICE pasti udah menentang keras sama adanya EV. Tapi kalo dilihat lagi EV malah bisa nyaingi performa mobil ICE seperti sportscar Contohnya : IONIQ 5 N dan BYD Seal.,Mobil listrik Buat sebagian petrolhead yang benerbener cinta mati sama mesin ICE pasti udah menentang keras sama adanya EV Tapi kalo dilihat lagi EV malah bisa nyaingi performa mobil ICE seperti sportscar Contohnya  IONIQ  N dan BYD Seal,mobil listrik buat sebagian petrolhead yang benerbener cinta mati sama mesin ice pasti udah menentang keras sama adanya ev tapi kalo dilihat lagi ev malah bisa nyaingi performa mobil ice seperti sportscar contohnya  ioniq  n dan byd seal,"['mobil', 'listrik', 'buat', 'sebagian', 'petrolhead', 'yang', 'benerbener', 'cinta', 'mati', 'sama', 'mesin', 'ice', 'pasti', 'udah', 'menentang', 'keras', 'sama', 'adanya', 'ev', 'tapi', 'kalo', 'dilihat', 'lagi', 'ev', 'malah', 'bisa', 'nyaingi', 'performa', 'mobil', 'ice', 'seperti', 'sportscar', 'contohnya', 'ioniq', 'n', 'dan', 'byd', 'seal']","['mobil', 'listrik', 'petrolhead', 'benerbener', 'cinta', 'mati', 'mesin', 'ice', 'udah', 'menentang', 'keras', 'ev', 'kalo', 'ev', 'nyaingi', 'performa', 'mobil', 'ice', 'sportscar', 'contohnya', 'ioniq', 'n', 'byd', 'seal']",mobil listrik petrolhead benerbener cinta mati mesin ice udah tentang keras ev kalo ev nyaingi performa mobil ice sportscar contoh ioniq n byd seal,1
@worksfess Kalo lagi gada banyak kebutuhan tak terduga sih per bulan 60%-65% masih tinggal sama ortu. Pengeluaran wifi kuota keluarga makanan kucing servis mobil &amp; motor bensin listrik,Kalo lagi gada banyak kebutuhan tak terduga sih per bulan  masih tinggal sama ortu Pengeluaran wifi kuota keluarga makanan kucing servis mobil amp motor bensin listrik,kalo lagi gada banyak kebutuhan tak terduga sih per bulan  masih tinggal sama ortu pengeluaran wifi kuota keluarga makanan kucing servis mobil amp motor bensin listrik,"['kalo', 'lagi', 'gada', 'banyak', 'kebutuhan', 'tak', 'terduga', 'sih', 'per', 'bulan', 'masih', 'tinggal', 'sama', 'ortu', 'pengeluaran', 'wifi', 'kuota', 'keluarga', 'makanan', 'kucing', 'servis', 'mobil', 'amp', 'motor', 'bensin', 'listrik']","['kalo', 'gada', 'kebutuhan', 'terduga', 'sih', 'tinggal', 'ortu', 'pengeluaran', 'wifi', 'kuota', 'keluarga', 'makanan', 'kucing', 'servis', 'mobil', 'amp', 'motor', 'bensin', 'listrik']",kalo gada butuh duga sih tinggal ortu keluar wifi kuota keluarga makan kucing servis mobil amp motor bensin listrik,1
@geloraco Indonesia gak akan biarkan yang begini ini diharga 200jtan Mobil listrik segede kotak tisu aja di bandrol 300jtan disini,Indonesia gak akan biarkan yang begini ini diharga jtan Mobil listrik segede kotak tisu aja di bandrol jtan disini,indonesia gak akan biarkan yang begini ini diharga jtan mobil listrik segede kotak tisu aja di bandrol jtan disini,"['indonesia', 'gak', 'akan', 'biarkan', 'yang', 'begini', 'ini', 'diharga', 'jtan', 'mobil', 'listrik', 'segede', 'kotak', 'tisu', 'aja', 'di', 'bandrol', 'jtan', 'disini']","['indonesia', 'gak', 'biarkan', 'diharga', 'jtan', 'mobil', 'listrik', 'segede', 'kotak', 'tisu', 'aja', 'bandrol', 'jtan']",indonesia gak biar harga jtan mobil listrik gede kotak tisu aja bandrol jtan,1
@innovacommunity Oot dikit min.. saya yakin pejabat2 negara kt jg tau kok kebijakan mobil ini dirubah jg ujungnya sama bohongnya. Cm krn kepentingan bisnis ma duit aja jd tetap membodohi diri mereka dan org lain.. apalagi pejabat kt yg koar2 ini jg pny bisnis mobil listrik.. lucu aja,Oot dikit min saya yakin pejabat negara kt jg tau kok kebijakan mobil ini dirubah jg ujungnya sama bohongnya Cm krn kepentingan bisnis ma duit aja jd tetap membodohi diri mereka dan org lain apalagi pejabat kt yg koar ini jg pny bisnis mobil listrik lucu aja,oot dikit min saya yakin pejabat negara kt jg tau kok kebijakan mobil ini dirubah jg ujungnya sama bohongnya cm krn kepentingan bisnis ma duit aja jd tetap membodohi diri mereka dan org lain apalagi pejabat kt yg koar ini jg pny bisnis mobil listrik lucu aja,"['oot', 'dikit', 'min', 'saya', 'yakin', 'pejabat', 'negara', 'kt', 'jg', 'tau', 'kok', 'kebijakan', 'mobil', 'ini', 'dirubah', 'jg', 'ujungnya', 'sama', 'bohongnya', 'cm', 'krn', 'kepentingan', 'bisnis', 'ma', 'duit', 'aja', 'jd', 'tetap', 'membodohi', 'diri', 'mereka', 'dan', 'org', 'lain', 'apalagi', 'pejabat', 'kt', 'yg', 'koar', 'ini', 'jg', 'pny', 'bisnis', 'mobil', 'listrik', 'lucu', 'aja']","['oot', 'dikit', 'min', 'pejabat', 'negara', 'kt', 'jg', 'tau', 'kebijakan', 'mobil', 'dirubah', 'jg', 'ujungnya', 'bohongnya', 'cm', 'krn', 'kepentingan', 'bisnis', 'ma', 'duit', 'aja', 'jd', 'membodohi', 'org', 'pejabat', 'kt', 'yg', 'koar', 'jg', 'pny', 'bisnis', 'mobil', 'listrik', 'lucu', 'aja']",oot dikit min jabat negara kt jg tau bijak mobil rubah jg ujung bohong cm krn penting bisnis ma duit aja jd bodoh org jabat kt yg koar jg pny bisnis mobil listrik lucu aja,1
@PilahPilihPilah @Siat15750051 @AdeSPerwiraII24 @Boc4h_Old Dari satu desa emang cuma rumah saya aja yg gak punya listrik bang karna emang gak mampu waktu itu Bapak saya kadang ikut dandan motor mobil jdi dapet lengseran aki buat sumber listrik,Dari satu desa emang cuma rumah saya aja yg gak punya listrik bang karna emang gak mampu waktu itu Bapak saya kadang ikut dandan motor mobil jdi dapet lengseran aki buat sumber listrik,dari satu desa emang cuma rumah saya aja yg gak punya listrik bang karna emang gak mampu waktu itu bapak saya kadang ikut dandan motor mobil jdi dapet lengseran aki buat sumber listrik,"['dari', 'satu', 'desa', 'emang', 'cuma', 'rumah', 'saya', 'aja', 'yg', 'gak', 'punya', 'listrik', 'bang', 'karna', 'emang', 'gak', 'mampu', 'waktu', 'itu', 'bapak', 'saya', 'kadang', 'ikut', 'dandan', 'motor', 'mobil', 'jdi', 'dapet', 'lengseran', 'aki', 'buat', 'sumber', 'listrik']","['desa', 'emang', 'rumah', 'aja', 'yg', 'gak', 'listrik', 'bang', 'karna', 'emang', 'gak', 'kadang', 'dandan', 'motor', 'mobil', 'jdi', 'dapet', 'lengseran', 'aki', 'sumber', 'listrik']",desa emang rumah aja yg gak listrik bang karna emang gak kadang dandan motor mobil jdi dapet lengser aki sumber listrik,1
@Trimaskinter Apakah tanda-tanda mau masuknya mobil listrik baru ke Indonesia?,Apakah tandatanda mau masuknya mobil listrik baru ke Indonesia,apakah tandatanda mau masuknya mobil listrik baru ke indonesia,"['apakah', 'tandatanda', 'mau', 'masuknya', 'mobil', 'listrik', 'baru', 'ke', 'indonesia']","['tandatanda', 'masuknya', 'mobil', 'listrik', 'indonesia']",tandatanda masuk mobil listrik indonesia,1
@ipangwahid Ya kalau TV nya pakai listrik AC ya mestinya pakai inverter sumbernya dari aki mobil,Ya kalau TV nya pakai listrik AC ya mestinya pakai inverter sumbernya dari aki mobil,ya kalau tv nya pakai listrik ac ya mestinya pakai inverter sumbernya dari aki mobil,"['ya', 'kalau', 'tv', 'nya', 'pakai', 'listrik', 'ac', 'ya', 'mestinya', 'pakai', 'inverter', 'sumbernya', 'dari', 'aki', 'mobil']","['ya', 'tv', 'nya', 'pakai', 'listrik', 'ac', 'ya', 'mestinya', 'pakai', 'inverter', 'sumbernya', 'aki', 'mobil']",ya tv nya pakai listrik ac ya mesti pakai inverter sumber aki mobil,1
@HensuAja Dari mobil.listrik ke starlink belok ke sendok garpu ini bukan karena negara maju sudah menemukan teknologi batere listrik tanpa atau minim kandungan nikelkan,Dari mobillistrik ke starlink belok ke sendok garpu ini bukan karena negara maju sudah menemukan teknologi batere listrik tanpa atau minim kandungan nikelkan,dari mobillistrik ke starlink belok ke sendok garpu ini bukan karena negara maju sudah menemukan teknologi batere listrik tanpa atau minim kandungan nikelkan,"['dari', 'mobillistrik', 'ke', 'starlink', 'belok', 'ke', 'sendok', 'garpu', 'ini', 'bukan', 'karena', 'negara', 'maju', 'sudah', 'menemukan', 'teknologi', 'batere', 'listrik', 'tanpa', 'atau', 'minim', 'kandungan', 'nikelkan']","['mobillistrik', 'starlink', 'belok', 'sendok', 'garpu', 'negara', 'maju', 'menemukan', 'teknologi', 'batere', 'listrik', 'minim', 'kandungan', 'nikelkan']",mobillistrik starlink belok sendok garpu negara maju temu teknologi batere listrik minim kandung nikel,1
@uizukcd643s @garin_ph Satu-satunya capres yang lebih ngutamain subsidi buat bis listrik ketimbang mobil listrik,Satusatunya capres yang lebih ngutamain subsidi buat bis listrik ketimbang mobil listrik,satusatunya capres yang lebih ngutamain subsidi buat bis listrik ketimbang mobil listrik,"['satusatunya', 'capres', 'yang', 'lebih', 'ngutamain', 'subsidi', 'buat', 'bis', 'listrik', 'ketimbang', 'mobil', 'listrik']","['satusatunya', 'capres', 'ngutamain', 'subsidi', 'bis', 'listrik', 'ketimbang', 'mobil', 'listrik']",satusatunya capres ngutamain subsidi bis listrik ketimbang mobil listrik,1
Mobil listrik mesti siap-siap dapet saingan baru kabarnya toyota sedang menyiapkan mesin berbahan bakar air dengan completely zero emission.,Mobil listrik mesti siapsiap dapet saingan baru kabarnya toyota sedang menyiapkan mesin berbahan bakar air dengan completely zero emission,mobil listrik mesti siapsiap dapet saingan baru kabarnya toyota sedang menyiapkan mesin berbahan bakar air dengan completely zero emission,"['mobil', 'listrik', 'mesti', 'siapsiap', 'dapet', 'saingan', 'baru', 'kabarnya', 'toyota', 'sedang', 'menyiapkan', 'mesin', 'berbahan', 'bakar', 'air', 'dengan', 'completely', 'zero', 'emission']","['mobil', 'listrik', 'mesti', 'siapsiap', 'dapet', 'saingan', 'kabarnya', 'toyota', 'mesin', 'berbahan', 'bakar', 'air', 'completely', 'zero', 'emission']",mobil listrik mesti siapsiap dapet saing kabar toyota mesin bahan bakar air completely zero emission,1
@tempodotco Insentif mobil Hybrid juga perlu diberikan sebesar berapa konsumsi BBM yg bisa dihematnya. Nanti kl semua langsung ke mobil listrik bisa terjadi greenflation jadi ingat debat,Insentif mobil Hybrid juga perlu diberikan sebesar berapa konsumsi BBM yg bisa dihematnya Nanti kl semua langsung ke mobil listrik bisa terjadi greenflation jadi ingat debat,insentif mobil hybrid juga perlu diberikan sebesar berapa konsumsi bbm yg bisa dihematnya nanti kl semua langsung ke mobil listrik bisa terjadi greenflation jadi ingat debat,"['insentif', 'mobil', 'hybrid', 'juga', 'perlu', 'diberikan', 'sebesar', 'berapa', 'konsumsi', 'bbm', 'yg', 'bisa', 'dihematnya', 'nanti', 'kl', 'semua', 'langsung', 'ke', 'mobil', 'listrik', 'bisa', 'terjadi', 'greenflation', 'jadi', 'ingat', 'debat']","['insentif', 'mobil', 'hybrid', 'konsumsi', 'bbm', 'yg', 'dihematnya', 'kl', 'langsung', 'mobil', 'listrik', 'greenflation', 'debat']",insentif mobil hybrid konsumsi bbm yg hemat kl langsung mobil listrik greenflation debat,1
@ridwanhr Pembuktian nya besok pak gub pas arus mudik .. pasti udah banyak yang mudik pake mobil listrik. Bakal kaya gimana tuh SPKLU sepanjang toL trans jawa. Kita lihat aja. Semoga aman,Pembuktian nya besok pak gub pas arus mudik  pasti udah banyak yang mudik pake mobil listrik Bakal kaya gimana tuh SPKLU sepanjang toL trans jawa Kita lihat aja Semoga aman,pembuktian nya besok pak gub pas arus mudik  pasti udah banyak yang mudik pake mobil listrik bakal kaya gimana tuh spklu sepanjang tol trans jawa kita lihat aja semoga aman,"['pembuktian', 'nya', 'besok', 'pak', 'gub', 'pas', 'arus', 'mudik', 'pasti', 'udah', 'banyak', 'yang', 'mudik', 'pake', 'mobil', 'listrik', 'bakal', 'kaya', 'gimana', 'tuh', 'spklu', 'sepanjang', 'tol', 'trans', 'jawa', 'kita', 'lihat', 'aja', 'semoga', 'aman']","['pembuktian', 'nya', 'besok', 'gub', 'pas', 'arus', 'mudik', 'udah', 'mudik', 'pake', 'mobil', 'listrik', 'kaya', 'gimana', 'tuh', 'spklu', 'tol', 'trans', 'jawa', 'lihat', 'aja', 'semoga', 'aman']",bukti nya besok gub pas arus mudik udah mudik pake mobil listrik kaya gimana tuh spklu tol trans jawa lihat aja moga aman,1
